asset,horizon_days,pct_move
Brent crude,1,-0.5672149646568148
Brent crude,5,1.7016448939704665
Brent crude,20,-3.3692582748636735
Brent crude,60,-11.230858031207724
Gold,1,0.621789672884554
Gold,5,3.8713152520106764
Gold,20,7.142469618055558
Gold,60,10.424441677649355
