Adj Close,Close,High,Low,Open,Volume
87.33000183105469,87.33000183105469,87.48999786376953,85.41000366210938,85.55000305175781,36337
86.08999633789062,86.08999633789062,87.47000122070312,86.05999755859375,87.1500015258789,26363
86.30999755859375,86.30999755859375,86.86000061035156,85.54000091552734,86.33999633789062,28360
84.76000213623047,84.76000213623047,86.51000213623047,84.3499984741211,86.2699966430664,30271
84.7699966430664,84.7699966430664,85.4000015258789,83.81999969482422,84.81999969482422,27241
83.12000274658203,83.12000274658203,85.1500015258789,82.41000366210938,84.86000061035156,30732
81.0999984741211,81.0999984741211,83.04000091552734,80.7699966430664,83.0,26114
81.66000366210938,81.66000366210938,82.04000091552734,80.44999694824219,80.83000183105469,17805
82.7300033569336,82.7300033569336,82.98999786376953,80.48999786376953,81.5999984741211,16684
80.7699966430664,80.7699966430664,83.05000305175781,80.3499984741211,82.58000183105469,17134
77.69000244140625,77.69000244140625,81.47000122070312,77.4800033569336,81.0,15436
78.37000274658203,78.37000274658203,78.62999725341797,77.38999938964844,77.87000274658203,8926
79.54000091552734,79.54000091552734,79.5999984741211,77.97000122070312,78.30999755859375,26788
79.30999755859375,79.30999755859375,80.19000244140625,78.12999725341797,80.18000030517578,12551
75.31999969482422,75.31999969482422,79.77999877929688,75.08999633789062,79.26000213623047,35700
72.33000183105469,72.33000183105469,75.55000305175781,71.68000030517578,75.2699966430664,34878
72.5,72.5,73.7300033569336,68.19999694824219,71.88999938964844,30132
75.30000305175781,75.30000305175781,75.7300033569336,72.41000366210938,72.6500015258789,20363
77.01000213623047,77.01000213623047,77.41999816894531,74.95999908447266,75.41000366210938,17211
77.44000244140625,77.44000244140625,77.48999786376953,75.06999969482422,76.8499984741211,24836
76.41000366210938,76.41000366210938,77.5999984741211,75.68000030517578,77.25,30289
74.9800033569336,74.9800033569336,77.4000015258789,74.62000274658203,76.63999938964844,32136
74.16999816894531,74.16999816894531,75.83999633789062,74.02999877929688,75.45999908447266,26553
75.2300033569336,75.2300033569336,75.75,73.48999786376953,74.25,24312
74.91000366210938,74.91000366210938,75.94999694824219,74.5,75.44999694824219,23070
76.95999908447266,76.95999908447266,77.30999755859375,74.08999633789062,74.68000030517578,31285
75.86000061035156,75.86000061035156,76.9800033569336,75.4800033569336,76.79000091552734,20152
75.58000183105469,75.58000183105469,77.5,75.0999984741211,75.9000015258789,22388
75.98999786376953,75.98999786376953,76.45999908447266,74.55000305175781,75.73999786376953,22801
76.83999633789062,76.83999633789062,77.73999786376953,75.6500015258789,75.97000122070312,30676
78.36000061035156,78.36000061035156,78.66000366210938,77.04000091552734,77.58999633789062,33849
76.26000213623047,76.26000213623047,78.5,75.12000274658203,78.26000213623047,36272
76.94999694824219,76.94999694824219,77.3499984741211,75.72000122070312,76.12000274658203,15522
73.54000091552734,73.54000091552734,77.73999786376953,73.16000366210938,77.37000274658203,13840
72.66000366210938,72.66000366210938,73.7699966430664,71.55000305175781,73.6500015258789,34611
74.27999877929688,74.27999877929688,75.25,72.01000213623047,72.08999633789062,31338
76.12999725341797,76.12999725341797,76.48999786376953,74.18000030517578,74.41000366210938,26080
76.70999908447266,76.70999908447266,78.72000122070312,76.30000305175781,77.5,34658
76.29000091552734,76.29000091552734,76.76000213623047,74.7300033569336,76.47000122070312,27997
76.94999694824219,76.94999694824219,77.62000274658203,75.51000213623047,76.06999969482422,35446
75.95999908447266,75.95999908447266,77.66000366210938,73.56999969482422,76.80000305175781,45284
74.79000091552734,74.79000091552734,76.55000305175781,74.72000122070312,75.52999877929688,25616
71.83999633789062,71.83999633789062,74.87999725341797,71.56999969482422,74.87999725341797,33191
74.29000091552734,74.29000091552734,74.6500015258789,71.94999694824219,72.0,28142
73.19999694824219,73.19999694824219,75.4800033569336,73.02999877929688,74.06999969482422,26201
75.66999816894531,75.66999816894531,75.95999908447266,72.91000366210938,73.47000122070312,21211
76.61000061035156,76.61000061035156,76.73999786376953,75.08000183105469,75.58000183105469,20871
75.9000015258789,75.9000015258789,77.1500015258789,74.5199966430664,76.2300033569336,34421
77.12000274658203,77.12000274658203,77.23999786376953,75.37999725341797,75.5,22470
74.13999938964844,74.13999938964844,77.19000244140625,73.58000183105469,76.95999908447266,30975
73.8499984741211,73.8499984741211,74.37000274658203,72.0999984741211,74.1500015258789,15800
74.18000030517578,74.18000030517578,74.83000183105469,73.43000030517578,74.44999694824219,20960
72.26000213623047,72.26000213623047,74.88999938964844,72.08999633789062,74.2300033569336,15262
74.02999877929688,74.02999877929688,74.20999908447266,71.58000183105469,72.55999755859375,12437
74.33999633789062,74.33999633789062,74.97000122070312,73.41000366210938,73.75,6372
74.9000015258789,74.9000015258789,75.12999725341797,74.25,74.25,29055
74.6500015258789,74.6500015258789,76.58000183105469,74.58000183105469,75.12999725341797,24066
76.6500015258789,76.6500015258789,76.94000244140625,74.77999877929688,74.94000244140625,35538
76.5199966430664,76.5199966430664,77.08000183105469,75.01000213623047,76.54000091552734,29695
78.47000122070312,78.47000122070312,78.52999877929688,76.0199966430664,76.4800033569336,26656
77.69000244140625,77.69000244140625,78.77999877929688,77.33999633789062,78.48999786376953,21082
79.4000015258789,79.4000015258789,79.5,77.63999938964844,77.86000061035156,22736
80.11000061035156,80.11000061035156,80.56999969482422,79.22000122070312,79.27999877929688,25367
81.36000061035156,81.36000061035156,81.75,79.87000274658203,80.1500015258789,28794
79.87000274658203,79.87000274658203,81.69000244140625,79.56999969482422,81.61000061035156,23286
78.5,78.5,80.62000274658203,78.26000213623047,79.44999694824219,29152
79.62999725341797,79.62999725341797,80.01000213623047,78.19999694824219,78.52999877929688,30304
79.45999908447266,79.45999908447266,80.94999694824219,79.18000030517578,79.80000305175781,33372
79.63999938964844,79.63999938964844,80.2699966430664,78.66999816894531,79.5,24867
81.06999969482422,81.06999969482422,81.23999786376953,79.66000366210938,79.66000366210938,23563
82.73999786376953,82.73999786376953,83.16000366210938,80.41999816894531,80.98999786376953,28032
83.63999938964844,83.63999938964844,83.87999725341797,82.23999786376953,82.83000183105469,22083
82.91999816894531,82.91999816894531,83.86000061035156,82.5999984741211,83.2699966430664,19315
84.23999786376953,84.23999786376953,84.51000213623047,82.98999786376953,83.02999877929688,18467
84.98999786376953,84.98999786376953,85.0999984741211,83.22000122070312,84.05000305175781,11121
85.55999755859375,85.55999755859375,85.66000366210938,84.5199966430664,84.87999725341797,23446
84.91000366210938,84.91000366210938,85.79000091552734,84.26000213623047,85.3499984741211,27179
83.19999694824219,83.19999694824219,85.9800033569336,82.75,85.7300033569336,32246
85.13999938964844,85.13999938964844,85.41999816894531,82.37000274658203,83.44000244140625,30333
86.23999786376953,86.23999786376953,86.6500015258789,85.11000061035156,85.31999969482422,22130
85.33999633789062,85.33999633789062,86.70999908447266,85.04000091552734,86.13999938964844,19591
86.16999816894531,86.16999816894531,86.3499984741211,83.31999969482422,85.83999633789062,26377
87.55000305175781,87.55000305175781,87.66000366210938,85.94000244140625,86.01000213623047,29154
86.4000015258789,86.4000015258789,88.0999984741211,86.1500015258789,87.37000274658203,28721
86.80999755859375,86.80999755859375,87.3499984741211,85.8499984741211,86.38999938964844,33204
86.20999908447266,86.20999908447266,86.69999694824219,85.5,86.63999938964844,24768
84.88999938964844,84.88999938964844,86.66999816894531,84.29000091552734,86.30000305175781,29945
83.44999694824219,83.44999694824219,85.36000061035156,83.12000274658203,85.12000274658203,31925
84.12000274658203,84.12000274658203,84.88999938964844,83.05000305175781,83.3499984741211,33977
84.80000305175781,84.80000305175781,85.06999969482422,83.31999969482422,83.83000183105469,26072
84.45999908447266,84.45999908447266,85.87000274658203,84.30999755859375,85.05999755859375,27958
