asset,horizon_days,pct_move
WTI crude,1,-1.314514872099748
WTI crude,5,16.011206767859253
WTI crude,20,21.042990295271792
WTI crude,60,22.00194627248868
US dollar index,1,-0.5353064096496385
US dollar index,5,0.6691389025766936
US dollar index,20,1.6985809514579175
US dollar index,60,6.186948912901591
