,strategy,spy
2022-01-07,1.059839841676324,1.2224990410728198
2022-01-10,1.054844957882743,1.2209778047579434
2022-01-11,1.0580821870981616,1.2320987986355376
2022-01-12,1.0461223971897908,1.2354298299032873
2022-01-13,1.043365155682474,1.2184073516256293
2022-01-14,1.0476635867802049,1.2189057056007107
2022-01-18,1.0359091891411607,1.1973193582904134
2022-01-19,1.0256357998055932,1.1848869234350272
2022-01-20,1.017122926094661,1.1717725136571076
2022-01-21,0.9931308642062998,1.1487698677224785
2022-01-24,1.002830033783218,1.153648389738742
2022-01-25,1.0015304885359735,1.1395635264442974
2022-01-26,0.9966038311071178,1.1367045947179917
2022-01-27,0.98120454795124,1.1310915889119197
2022-01-28,0.9850864553431916,1.1591827122879068
2022-01-31,0.9872729899433639,1.180060830242033
2022-02-01,1.0033329562236308,1.1880344137993295
2022-02-02,1.0148275914758378,1.1995750783950976
2022-02-03,1.008629902246092,1.1713790973725708
2022-02-04,1.0127498565747721,1.1768871654880981
2022-02-07,1.0151286180444596,1.1731102090685368
2022-02-08,1.0171802334945017,1.1827623954545243
2022-02-09,1.032965808753851,1.2000734323701792
2022-02-10,1.023430316430855,1.1785133394935192
2022-02-11,1.030294268083124,1.1552745637441635
2022-02-14,1.0249669132524775,1.1514976073246022
2022-02-15,1.0261392609730868,1.1700676563947792
2022-02-16,1.028933806518456,1.171379097372571
2022-02-17,1.026775479466554,1.1463567811039792
2022-02-18,1.0217350383032011,1.138934060389039
2022-02-22,1.016808979215989,1.1267114208707374
2022-02-23,1.0089384225487865,1.1067250731762288
2022-02-24,1.0121022916615903,1.1233803095589825
2022-02-25,1.0171200139789907,1.1481665760568525
2022-02-28,1.0197332104255126,1.1452289610736393
2022-03-01,1.0146991351283907,1.1277868120778072
2022-03-02,1.024707962333673,1.1485338179517564
2022-03-03,1.0209676206294946,1.1428158744551398
2022-03-04,1.0131362300819737,1.1335309299640564
2022-03-07,1.002874861313806,1.100115359419994
2022-03-08,1.0041425974904286,1.0917746140117983
2022-03-09,1.00704747785157,1.1210459862413953
2022-03-10,1.0127385396600561,1.1159838432776799
2022-03-11,1.003989377655153,1.1017940422926902
2022-03-14,0.9939794278289804,1.0937417754784864
2022-03-15,0.9940284503829558,1.1177936382305529
2022-03-16,0.9966365964847063,1.1425798246844179
2022-03-17,1.0042361440628196,1.1568745633599522
2022-03-18,1.0046523528212963,1.1659234580803137
2022-03-21,1.011440293510837,1.165582550663052
2022-03-22,1.0116083675663485,1.1792214888056853
2022-03-23,1.0217902024463847,1.164034979870533
2022-03-24,1.018111435563226,1.1815820665569097
2022-03-25,1.0183426468228458,1.1873524388767962
2022-03-28,1.0107030958215086,1.1957981219755365
2022-03-29,1.0109947860543564,1.210591134582147
2022-03-30,1.0141100073079392,1.2031159850439368
2022-03-31,1.0089523253668817,1.184598444841035
2022-04-01,1.0182727054675824,1.1879557305424222
2022-04-04,1.0192171678466686,1.1981324452931237
2022-04-05,1.011815001987222,1.1829984452252464
2022-04-06,1.0145108774540903,1.1711692219914813
2022-04-07,1.0127736601580914,1.177070706391545
2022-04-08,1.010698417947678,1.1739232960712473
2022-04-11,1.0040285949981544,1.1538582651198315
2022-04-12,1.0077455283515826,1.149582954725189
2022-04-13,1.0172591426325337,1.1627497933263784
2022-04-14,1.0215343761341082,1.148271513747397
2022-04-18,1.0280778910675752,1.1487436132888411
2022-04-19,1.0234083625532824,1.1672874079253803
2022-04-20,1.0212531615715483,1.1664218120553949
2022-04-21,1.0014015783939427,1.148979663059563
2022-04-22,0.985738980694436,1.1174526507692863
2022-04-25,0.9754260502154039,1.123931172401339
2022-04-26,0.9726440060191014,1.0913811977272623
2022-04-27,0.9784769079330079,1.0944499247906525
2022-04-28,0.9833726238863494,1.122095123014828
2022-04-29,0.9789325528829255,1.080627365700567
2022-05-02,0.9807925801415296,1.087132141766257
2022-05-03,0.9846597939230485,1.0921156014730653
2022-05-04,0.993310113299755,1.125373725459308
2022-05-05,0.9871048878428396,1.0853747756366534
2022-05-06,0.9849900540692537,1.078896254004601
2022-05-09,0.9697101672967628,1.0443529434742036
2022-05-10,0.9695378806309157,1.0467659500486979
2022-05-11,0.9704625011030804,1.0301368880555766
2022-05-12,0.9715493347620878,1.0290614968485066
2022-05-13,0.9771619699101118,1.0536641423989244
2022-05-16,0.9806506304256937,1.049388832004282
2022-05-17,0.9828100379251573,1.070975179314579
2022-05-18,0.9779411957837287,1.0278024846939846
2022-05-19,0.9739929216670137,1.0215075840093844
2022-05-20,0.9736103681053456,1.0219535091611958
2022-05-23,0.975452757633311,1.0410743410297236
2022-05-24,0.9731469446111046,1.0331270119060647
2022-05-25,0.9771082131644198,1.0422545898833333
2022-05-26,0.9777884862846544,1.0630802790141898
2022-05-27,0.9839678609173031,1.0891779864898516
2022-05-31,0.9801574241961963,1.0830666267086986
2022-06-01,0.9826644294579223,1.074306210582329
2022-06-02,0.9878123205568456,1.0947647378622862
2022-06-03,0.9896628001825976,1.0767979804577357
2022-06-06,0.9926973991714053,1.0800765829022154
2022-06-07,0.9975296866018133,1.0904369186003688
2022-06-08,0.9944001163611178,1.0785815209769714
2022-06-09,0.9875262645740106,1.0529297386531211
2022-06-10,0.9820174681314412,1.0223993542690022
2022-06-13,0.9660590428022328,0.9835807333439625
2022-06-14,0.9656363258390276,0.9806168639271118
2022-06-15,0.9650005889438312,0.9945968695750169
2022-06-16,0.9546479957880588,0.961679653006036
2022-06-17,0.9510670473326556,0.9596075538488033
2022-06-21,0.9543461631848826,0.9837643542914145
2022-06-22,0.945151933400509,0.9819808137721787
2022-06-23,0.9417995253485105,0.9916067457245289
2022-06-24,0.9478034692728374,1.0231337580148054
2022-06-27,0.9526488057443658,1.019225689515067
2022-06-28,0.9522089439902293,0.9984000003842105
2022-06-29,0.9491638347795703,0.9975869133814997
2022-06-30,0.9418844669116876,0.9894822177440261
2022-07-01,0.9454659366443439,0.9999474911327242
2022-07-05,0.9399529495840755,1.0018359693425047
2022-07-06,0.9384211617103596,1.0052195094775294
2022-07-07,0.9477055959575706,1.0202748262884995
2022-07-08,0.951843064298198,1.0194355648961562
2022-07-11,0.9504739509648079,1.0077899626098434
2022-07-12,0.949236987475941,0.9988720999256543
2022-07-13,0.9483183214026946,0.9936263360144866
2022-07-14,0.9482455918518109,0.9912133294399922
2022-07-15,0.9496880105982857,1.010150540361068
2022-07-18,0.9466857092368277,1.0018097949528724
2022-07-19,0.9494182204367064,1.0288778759010544
2022-07-20,0.9514278906673705,1.035435080790014
2022-07-21,0.9541208510773891,1.0459791174796245
2022-07-22,0.9486607841650878,1.036274422226362
2022-07-25,0.9516107328559298,1.037533434380884
2022-07-26,0.9522232021099835,1.0252583660393126
2022-07-27,0.9518567018072336,1.0518806018796882
2022-07-28,0.9518614882512723,1.065073694914515
2022-07-29,0.950347249643839,1.080601111266929
2022-08-01,0.9518591289558149,1.0774011920793563
2022-08-02,0.953166236253157,1.0702932043920452
2022-08-03,0.9580375749861816,1.0870534585093488
2022-08-04,0.9547526285309214,1.0863190547635455
2022-08-05,0.95210386420118,1.084483005377035
2022-08-08,0.9552983316543355,1.083223993222513
2022-08-09,0.9478230987514916,1.078922508438238
2022-08-10,0.9610135488293253,1.1015841669116002
2022-08-11,0.9603164328352125,1.1015841669116002
2022-08-12,0.9633710467900246,1.1202328992386843
2022-08-15,0.961631823510494,1.1248491170505888
2022-08-16,0.959883032422399,1.1270524083320037
2022-08-17,0.9501841376156693,1.1190525703410699
2022-08-18,0.9492212721765387,1.1223049983959172
2022-08-19,0.9345368036691779,1.10722342715131
2022-08-22,0.9262452623995748,1.0841682723494062
2022-08-23,0.9290799801127299,1.0815453903938221
2022-08-24,0.9315937397507763,1.085007613785754
2022-08-25,0.9372470897902125,1.1003252348010835
2022-08-26,0.9214095745235231,1.06308027901419
2022-08-29,0.9209441352889912,1.0560509745837865
2022-08-30,0.9182599211004072,1.0444578011207435
2022-08-31,0.9190139057822997,1.0365104719970846
2022-09-01,0.9182933214755631,1.0397629000519317
2022-09-02,0.9187491816365179,1.0287991926441473
2022-09-06,0.9195937660338956,1.0249173785780463
2022-09-07,0.9219627550228092,1.0433299810904035
2022-09-08,0.9270830529805545,1.0501494901837227
2022-09-09,0.9285115672826874,1.066463819149215
2022-09-12,0.9273150014215659,1.0779258004880756
2022-09-13,0.9200395101351376,1.0310549127488322
2022-09-14,0.9213842964199546,1.0349892356822081
2022-09-15,0.9196203233002261,1.0232386957053505
2022-09-16,0.9180194712254497,1.0112783603914082
2022-09-19,0.9208928507338089,1.0191207518245227
2022-09-20,0.9174372375409191,1.0074227207149398
2022-09-21,0.9166590357386768,0.9898494596389307
2022-09-22,0.9116480132901202,0.9815348886203675
2022-09-23,0.9078165046965201,0.9650894475746983
2022-09-26,0.9027627647729157,0.9555421188352504
2022-09-27,0.9057467890317329,0.9531028578271186
2022-09-28,0.9085382016753081,0.9718564478007425
2022-09-29,0.9049721347787961,0.9515553670786047
2022-09-30,0.903022186161953,0.9368409576848964
2022-10-03,0.9057950496739087,0.9615747153154913
2022-10-04,0.9109215923423662,0.991370695953807
2022-10-05,0.9135173079006009,0.9890625470258524
2022-10-06,0.9165747484896098,0.9788595778415136
2022-10-07,0.9132746546290061,0.9515553670786046
2022-10-10,0.9124361718725108,0.944289932833474
2022-10-11,0.913126951860876,0.9383097651765028
2022-10-12,0.9121515650923335,0.935214783679475
2022-10-13,0.9102393674621257,0.9598961124868002
2022-10-14,0.9038712940935164,0.938021286582511
2022-10-17,0.9043145703085784,0.9621255781578475
2022-10-18,0.904960457895835,0.9734301929828937
2022-10-19,0.9055682988223352,0.9665320006326673
2022-10-20,0.9045503212972822,0.9584273049951936
2022-10-21,0.9087277034713385,0.9817185095678196
2022-10-24,0.9091764939722662,0.9937312737050317
2022-10-25,0.9101887789047998,1.0095997575627171
2022-10-26,0.9143474001357337,1.00199333585632
2022-10-27,0.9109503940847312,0.9966427142986124
2022-10-28,0.9125214449449816,1.0203535095454073
2022-10-31,0.913147062454756,1.012983217653737
2022-11-01,0.9133890852810529,1.00855054074528
2022-11-02,0.909902148357252,0.9832397458826962
2022-11-03,0.9140656278469054,0.9731154599552648
2022-11-04,0.9126026753681642,0.9871216399928022
2022-11-07,0.9149558092888253,0.9965640310417052
2022-11-08,0.9130113565136748,1.0019409070330503
2022-11-09,0.9075626086994509,0.9812988388496459
2022-11-10,0.9080842239903755,1.0352252854529307
2022-11-11,0.905425239678794,1.0452447137338223
2022-11-14,0.9059579671857605,1.0363531054832704
2022-11-15,0.9062329242582199,1.0451922048665476
2022-11-16,0.9038386143403105,1.0372187013532561
2022-11-17,0.9044891544280387,1.034044956555316
2022-11-18,0.9057548182849952,1.0387399376681326
2022-11-21,0.9059724821768211,1.0349629812485714
2022-11-22,0.9054705599167064,1.0488904780292014
2022-11-23,0.902226475327396,1.055500191785436
2022-11-25,0.9010787550080795,1.0552640619707092
2022-11-28,0.8983542416724857,1.0384252046405034
2022-11-29,0.8997768231633869,1.0366416641212677
2022-11-30,0.9042831754644894,1.069296496441884
2022-12-01,0.9062317310763328,1.0685096638728109
2022-12-02,0.9066747460711673,1.0672769061519263
2022-12-05,0.8995049532100534,1.048077391026491
2022-12-06,0.89854292311534,1.032969565348246
2022-12-07,0.9002710575500359,1.0312122792626475
2022-12-08,0.9014522700591368,1.0392907204664839
2022-12-09,0.8994838601953083,1.0315270122902769
2022-12-12,0.8987593602906763,1.0463987881978
2022-12-13,0.9030872092110842,1.0543198628878216
2022-12-14,0.9016469350198069,1.0475790370514098
2022-12-15,0.8921923726575411,1.0219535091611969
2022-12-16,0.8905055044861429,1.0052719383008006
2022-12-19,0.8852923883256021,0.996747571945153
2022-12-20,0.8894648795180498,0.9981115217902198
2022-12-21,0.8914490775359926,1.0130357265210126
2022-12-22,0.8873881185544451,0.9985836213316637
2022-12-23,0.8885180831485299,1.0043277392179126
2022-12-27,0.891508898441976,1.0003671618508994
2022-12-28,0.8869583398832953,0.9879347269955133
2022-12-29,0.8905162093426071,1.0057178634526118
2022-12-30,0.8892496698473212,1.0030687270633905
2023-01-03,0.8878124775927868,0.9988459255360229
2023-01-04,0.8919626910392522,1.00655720488896
2023-01-05,0.8916344711765928,0.9950689691164618
2023-01-06,0.9025778242591485,1.0178879941036387
2023-01-09,0.9102215492477838,1.01731095687165
2023-01-10,0.9093837242531762,1.0244451989925984
2023-01-11,0.9129036149872187,1.0374022422567033
2023-01-12,0.9175246010630018,1.0411791986762644
2023-01-13,0.9201120951527475,1.045218459300185
2023-01-17,0.9191614810476437,1.0433037266567668
2023-01-18,0.9188244927264694,1.0268320311774604
2023-01-19,0.9198128852491385,1.0193568816392504
2023-01-20,0.9212514732804986,1.0383465213835963
2023-01-23,0.9221156477136266,1.0508052106726198
2023-01-24,0.9256441412028786,1.0496773906422798
2023-01-25,0.9277625709625389,1.0500708069268165
